time/time_elapsed,time/fps,time/total_timesteps,time/iterations,train/value_loss,train/entropy_loss,train/policy_loss,train/learning_rate,train/explained_variance,train/n_updates,resources/cpu_percent,resources/memory_mb
227,1532,348160,170,0.0051405951380729675,-1.0974246263504028,-0.01154463179409504,0.0002,-5.789750099182129,169,,
229,1526,350208,171,0.006184539757668972,-1.097391128540039,0.0114212017506361,0.0002,-10.86835765838623,170,,
231,1522,352256,172,0.020128589123487473,-1.0974164009094238,-0.011127728968858719,0.0002,-10.361909866333008,171,,
233,1515,354304,173,0.013548656366765499,-1.0974551439285278,0.0012695310870185494,0.0002,-18.563594818115234,172,,
235,1510,356352,174,0.009959862567484379,-1.097491979598999,-0.004463542718440294,0.0002,-22.30752182006836,173,,
237,1506,358400,175,0.006396935321390629,-1.097480297088623,0.005465974565595388,0.0002,-11.90605354309082,174,,
240,1501,360448,176,0.011186609975993633,-1.0973548889160156,-0.004871655255556107,0.0002,-1.546476125717163,175,,
242,1496,362496,177,0.006351393647491932,-1.097398281097412,-0.0005931498017162085,0.0002,-12.06490421295166,176,,
244,1491,364544,178,0.004096177406609058,-1.0974140167236328,-0.005399559624493122,0.0002,-9.370006561279297,177,,
246,1486,366592,179,0.009952971711754799,-1.0973930358886719,0.007353276014328003,0.0002,-7.0001020431518555,178,,
248,1482,368640,180,0.004492560867220163,-1.0974321365356445,-0.005536086857318878,0.0002,-16.226882934570312,179,,
251,1476,370688,181,0.018462108448147774,-1.0973844528198242,0.001991823548451066,0.0002,-6.3528008460998535,180,,
253,1471,372736,182,0.005703055765479803,-1.0974229574203491,-0.006280704867094755,0.0002,-12.52807903289795,181,,
255,1467,374784,183,0.00852143857628107,-1.0974164009094238,0.0042643435299396515,0.0002,-5.86206579208374,182,,
257,1462,376832,184,0.010111572220921516,-1.0973707437515259,-0.009340137243270874,0.0002,-16.12870216369629,183,,
259,1457,378880,185,0.019138820469379425,-1.0973985195159912,0.0030463971197605133,0.0002,-12.418770790100098,184,,
262,1452,380928,186,0.00715744961053133,-1.09743332862854,-0.012248226441442966,0.0002,-19.96356201171875,185,,
264,1447,382976,187,0.004080095328390598,-1.0975184440612793,0.01361125148832798,0.0002,-6.387723445892334,186,,
266,1443,385024,188,0.010992733761668205,-1.097543716430664,-0.01217629574239254,0.0002,-17.00141143798828,187,,
269,1438,387072,189,0.003735477104783058,-1.0975606441497803,0.006064586341381073,0.0002,-9.11868667602539,188,,
271,1432,389120,190,0.0058864508755505085,-1.097599744796753,-0.0025394288823008537,0.0002,-16.449146270751953,189,,
273,1428,391168,191,0.00440836139023304,-1.0976203680038452,0.0032137827947735786,0.0002,-15.796812057495117,190,,
276,1424,393216,192,0.005205148831009865,-1.09759521484375,-0.0042554824613034725,0.0002,-15.731470108032227,191,,
278,1419,395264,193,0.0041242134757339954,-1.0976096391677856,-0.0012914680410176516,0.0002,-10.470102310180664,192,,
280,1414,397312,194,0.006092745810747147,-1.0976141691207886,0.0029402561485767365,0.0002,-9.181680679321289,193,,
283,1410,399360,195,0.01228916272521019,-1.097622275352478,-0.006641665007919073,0.0002,-13.031384468078613,194,,
285,1405,401408,196,0.01476925890892744,-1.0976195335388184,0.005990304052829742,0.0002,-5.548469066619873,195,14.3,7646.9921875
287,1401,403456,197,0.02798095904290676,-1.0976226329803467,-0.01794710010290146,0.0002,-5.162742614746094,196,,
290,1396,405504,198,0.0052818311378359795,-1.0975699424743652,0.010793488472700119,0.0002,-16.775659561157227,197,,
292,1392,407552,199,0.004415071569383144,-1.0976002216339111,-0.012151608243584633,0.0002,-8.898482322692871,198,,
295,1388,409600,200,0.006870637647807598,-1.097609519958496,0.008284293115139008,0.0002,-12.402843475341797,199,,
297,1383,411648,201,0.009869066998362541,-1.097563624382019,-0.007485455833375454,0.0002,-15.546916961669922,200,,
300,1378,413696,202,0.006470909342169762,-1.0974793434143066,-0.0010064118541777134,0.0002,-10.513325691223145,201,,
302,1374,415744,203,0.0045893555507063866,-1.0975193977355957,0.0047681680880486965,0.0002,-13.605656623840332,202,,
305,1369,417792,204,0.00438077375292778,-1.09755277633667,-0.00997539795935154,0.0002,-11.42437744140625,203,,
307,1364,419840,205,0.009849551133811474,-1.0975449085235596,0.011400571092963219,0.0002,-22.18959617614746,204,,
310,1359,421888,206,0.008835182525217533,-1.0976594686508179,-0.015004923567175865,0.0002,-23.457782745361328,205,,
313,1354,423936,207,0.004626222420483828,-1.0975663661956787,0.010534565895795822,0.0002,-23.181997299194336,206,,
316,1346,425984,208,0.008243201300501823,-1.0975950956344604,-0.008731180801987648,0.0002,-17.014678955078125,207,,
319,1340,428032,209,0.0143716586753726,-1.0975780487060547,0.004436015151441097,0.0002,-10.509132385253906,208,,
321,1335,430080,210,0.004708829801529646,-1.0975146293640137,-0.00730628427118063,0.0002,-3.0000510215759277,209,,
324,1330,432128,211,0.0397929809987545,-1.0974242687225342,0.01796412281692028,0.0002,-0.2571147680282593,210,,
327,1324,434176,212,0.052449703216552734,-1.097440242767334,-0.03281131386756897,0.0002,-5.498682022094727,211,,
330,1319,436224,213,0.011921225115656853,-1.097438097000122,0.0027305022813379765,0.0002,-1.203660488128662,212,,
333,1313,438272,214,0.020559407770633698,-1.0974032878875732,-0.015497016720473766,0.0002,-9.579178810119629,213,,
336,1308,440320,215,0.0067772166803479195,-1.09749174118042,0.009069839492440224,0.0002,-17.601070404052734,214,,
339,1304,442368,216,0.004347666632384062,-1.097508430480957,-0.008718200959265232,0.0002,-13.967388153076172,215,,
341,1300,444416,217,0.005311527289450169,-1.0974807739257812,0.005759671330451965,0.0002,-13.701783180236816,216,,
344,1296,446464,218,0.007038808427751064,-1.0974689722061157,-0.0037980638444423676,0.0002,-11.430805206298828,217,,
347,1292,448512,219,0.01175593864172697,-1.0974757671356201,-0.005079842172563076,0.0002,-4.147528171539307,218,,
350,1287,450560,220,0.008138815872371197,-1.0974814891815186,0.00327666150406003,0.0002,-7.0311126708984375,219,,
353,1279,452608,221,0.00417432002723217,-1.0975723266601562,-0.0051878588274121284,0.0002,-12.270562171936035,220,,
356,1274,454656,222,0.03325723111629486,-1.0975251197814941,-0.00172319111879915,0.0002,-2.623805046081543,221,,
359,1269,456704,223,0.024354832246899605,-1.0975234508514404,-0.009577419608831406,0.0002,-19.387937545776367,222,,
363,1263,458752,224,0.003985794726759195,-1.0975520610809326,-0.003905485151335597,0.0002,-11.420845031738281,223,,
366,1257,460800,225,0.009713624604046345,-1.0975993871688843,0.0069309016689658165,0.0002,-28.554723739624023,224,,
369,1251,462848,226,0.017198069021105766,-1.0975661277770996,-0.009319555945694447,0.0002,-12.083683013916016,225,,
372,1246,464896,227,0.003938011825084686,-1.0975196361541748,0.002680748701095581,0.0002,-15.007537841796875,226,,
375,1242,466944,228,0.0043272157199680805,-1.0975518226623535,-0.003826126456260681,0.0002,-12.20352840423584,227,,
378,1237,468992,229,0.004464134108275175,-1.09751558303833,0.0054046520963311195,0.0002,-22.509859085083008,228,,
381,1233,471040,230,0.00738929957151413,-1.0975199937820435,-0.0042235031723976135,0.0002,-18.6407527923584,229,,
384,1230,473088,231,0.003996819723397493,-1.097550868988037,-0.0033182522747665644,0.0002,-9.798685073852539,230,,
387,1226,475136,232,0.005216191057115793,-1.0975306034088135,0.007348875980824232,0.0002,-18.48190689086914,231,,
390,1222,477184,233,0.006570353638380766,-1.09743070602417,-0.010250255465507507,0.0002,-19.439584732055664,232,,
393,1218,479232,234,0.006491927895694971,-1.0975040197372437,0.010970004834234715,0.0002,-4.87021541595459,233,,
396,1214,481280,235,0.008517559617757797,-1.0974740982055664,-0.01738864555954933,0.0002,-10.730222702026367,234,2.1,8096.26171875
399,1209,483328,236,0.008166776970028877,-1.0974645614624023,0.009388266131281853,0.0002,-16.4547061920166,235,,
402,1205,485376,237,0.009998942725360394,-1.097509741783142,-0.008535483852028847,0.0002,-27.13352394104004,236,,
405,1201,487424,238,0.0031900799367576838,-1.0974849462509155,0.0020121457055211067,0.0002,-11.990373611450195,237,,
408,1198,489472,239,0.00397232361137867,-1.0974313020706177,0.004021971020847559,0.0002,-17.350521087646484,238,,
