time/fps,time/iterations,time/time_elapsed,time/total_timesteps,train/policy_loss,train/n_updates,train/value_loss,train/learning_rate,train/explained_variance,train/entropy_loss,resources/memory_mb,resources/cpu_percent
969,240,506,491520,0.021658051759004593,239,0.004905464593321085,0.0002,-13.730588912963867,-1.097109079360962,,
967,241,510,493568,-0.01802142709493637,240,0.006040085107088089,0.0002,-14.70798397064209,-1.097112774848938,,
964,242,513,495616,0.018284251913428307,241,0.018736470490694046,0.0002,-5.842697620391846,-1.0970730781555176,,
961,243,517,497664,-0.030427653342485428,242,0.01196478120982647,0.0002,-43.99224853515625,-1.097102403640747,,
958,244,521,499712,0.019026033580303192,243,0.005479468032717705,0.0002,-5.794576168060303,-1.0971423387527466,,
955,245,525,501760,-0.021242313086986542,244,0.01140620931982994,0.0002,-24.891754150390625,-1.0970680713653564,,
952,246,528,503808,0.0213516503572464,245,0.012473073787987232,0.0002,-2.081913471221924,-1.0971088409423828,,
950,247,532,505856,-0.029566172510385513,246,0.0071905069053173065,0.0002,-12.300214767456055,-1.0971331596374512,,
947,248,535,507904,0.015574074350297451,247,0.004224362783133984,0.0002,-3.91996431350708,-1.0971109867095947,,
945,249,539,509952,-0.014498259872198105,248,0.006078631151467562,0.0002,-16.785959243774414,-1.0970869064331055,,
942,250,543,512000,0.009648395702242851,249,0.003975247032940388,0.0002,-16.501245498657227,-1.0971581935882568,,
939,251,546,514048,-0.011018441990017891,250,0.007657947018742561,0.0002,-25.088699340820312,-1.0970780849456787,,
937,252,550,516096,0.006126805674284697,251,0.004775054752826691,0.0002,-18.400981903076172,-1.0970994234085083,,
934,253,554,518144,-0.00811922736465931,252,0.020907096564769745,0.0002,-37.2144775390625,-1.097099781036377,,
932,254,558,520192,-0.0005606052000075579,253,0.011736484244465828,0.0002,-14.59382152557373,-1.0971672534942627,,
929,255,561,522240,-0.004399952944368124,254,0.008451206609606743,0.0002,-10.143270492553711,-1.0971033573150635,,
926,256,565,524288,0.003058928996324539,255,0.0034941290505230427,0.0002,-17.416730880737305,-1.0971492528915405,,
924,257,569,526336,0.004063175991177559,256,0.009779458865523338,0.0002,-2.0279576778411865,-1.0971124172210693,,
921,258,573,528384,-0.01257842406630516,257,0.008738311007618904,0.0002,-21.456432342529297,-1.0971884727478027,,
919,259,576,530432,0.010446861386299133,258,0.012148545123636723,0.0002,-16.062788009643555,-1.0972306728363037,,
916,260,580,532480,-0.018667995929718018,259,0.004805333912372589,0.0002,-16.571203231811523,-1.097140908241272,,
914,261,584,534528,0.017605861648917198,260,0.005220997147262096,0.0002,-15.971784591674805,-1.0971851348876953,,
911,262,588,536576,-0.01931232027709484,261,0.004816070199012756,0.0002,-13.721735954284668,-1.0971951484680176,,
909,263,592,538624,0.02157239243388176,262,0.0074217659421265125,0.0002,-11.29196834564209,-1.0971591472625732,,
906,264,596,540672,-0.03135652840137482,263,0.021372029557824135,0.0002,-22.488086700439453,-1.0970957279205322,,
904,265,600,542720,0.018050596117973328,264,0.008087866939604282,0.0002,-11.75454044342041,-1.0970330238342285,,
901,266,604,544768,-0.02526520937681198,265,0.014484899118542671,0.0002,-20.460166931152344,-1.0971283912658691,,
899,267,607,546816,0.015931548550724983,266,0.025105293840169907,0.0002,-20.947885513305664,-1.0971403121948242,,
897,268,611,548864,-0.027393823489546776,267,0.011498603969812393,0.0002,-20.248857498168945,-1.0971485376358032,,
894,269,615,550912,0.016340265050530434,268,0.005756079219281673,0.0002,-13.091659545898438,-1.0970851182937622,,
892,270,619,552960,-0.01765693724155426,269,0.004801181145012379,0.0002,-15.344078063964844,-1.0970778465270996,,
890,271,623,555008,0.02175668254494667,270,0.015715867280960083,0.0002,-25.95821189880371,-1.097102403640747,,
887,272,627,557056,-0.02764885686337948,271,0.005789697635918856,0.0002,-10.580219268798828,-1.097090721130371,,
885,273,631,559104,0.01798338070511818,272,0.007212727330625057,0.0002,-16.391021728515625,-1.0970892906188965,,
882,274,635,561152,-0.018548909574747086,273,0.006665233988314867,0.0002,-15.523578643798828,-1.0970526933670044,8527.3671875,40.0
880,275,639,563200,0.013986601494252682,274,0.006019540596753359,0.0002,-17.655292510986328,-1.0970971584320068,,
877,276,644,565248,-0.012239620089530945,275,0.004377695266157389,0.0002,-6.306454181671143,-1.0971152782440186,,
874,277,648,567296,0.00856238417327404,276,0.007800563238561153,0.0002,-15.833669662475586,-1.0971109867095947,,
872,278,652,569344,-0.010967343114316463,277,0.006072214804589748,0.0002,-14.169610977172852,-1.0970313549041748,,
870,279,656,571392,0.0023453980684280396,278,0.07624530792236328,0.0002,-3.385063648223877,-1.0970027446746826,,
867,280,660,573440,-0.025401746854186058,279,0.008157952688634396,0.0002,-12.047408103942871,-1.096909761428833,,
865,281,664,575488,0.01583731360733509,280,0.008018523454666138,0.0002,-19.882587432861328,-1.0969152450561523,,
863,282,669,577536,-0.01816718280315399,281,0.003582274541258812,0.0002,-8.940654754638672,-1.0969035625457764,,
860,283,673,579584,0.02119584009051323,282,0.02407493069767952,0.0002,-28.311845779418945,-1.0968900918960571,,
858,284,677,581632,-0.022190198302268982,283,0.021687056869268417,0.0002,-27.91674041748047,-1.0968366861343384,,
856,285,681,583680,0.00842851772904396,284,0.015466797165572643,0.0002,-16.886674880981445,-1.0967994928359985,,
854,286,685,585728,-0.016470972448587418,285,0.004522232338786125,0.0002,-9.649954795837402,-1.096874713897705,,
852,287,689,587776,0.015319764614105225,286,0.006132541224360466,0.0002,-9.24988842010498,-1.0967414379119873,,
850,288,693,589824,0.037693530321121216,287,0.1472730189561844,0.0002,0.016888976097106934,-1.0968551635742188,,
847,289,698,591872,-0.0464506521821022,288,0.024126172065734863,0.0002,-27.306427001953125,-1.0968568325042725,,
845,290,702,593920,-0.0057954853400588036,289,0.008427426218986511,0.0002,-9.70528507232666,-1.0969128608703613,,
843,291,706,595968,0.0005724598886445165,290,0.0026637674309313297,0.0002,-11.798113822937012,-1.0968928337097168,,
841,292,710,598016,-0.004983024206012487,291,0.008927691727876663,0.0002,-14.28154468536377,-1.0968893766403198,,
839,293,715,600064,0.002945787040516734,292,0.012854821979999542,0.0002,-17.104293823242188,-1.0968968868255615,,
837,294,719,602112,-0.009972388856112957,293,0.008211776614189148,0.0002,-30.093830108642578,-1.0967557430267334,,
835,295,723,604160,0.007194913923740387,294,0.0027565532363951206,0.0002,-11.96340560913086,-1.0968751907348633,,
832,296,727,606208,-0.009934957139194012,295,0.01118674036115408,0.0002,-16.4626522064209,-1.0968302488327026,,
830,297,732,608256,-5.168118514120579e-05,296,0.003514035139232874,0.0002,-14.993535995483398,-1.0966613292694092,,
828,298,736,610304,0.0015991274267435074,297,0.004676578566431999,0.0002,-22.09886932373047,-1.096623420715332,,
826,299,740,612352,-0.0075315386056900024,298,0.0035502619575709105,0.0002,-15.94112777709961,-1.0965914726257324,,
824,300,745,614400,0.009751036763191223,299,0.00513860397040844,0.0002,-15.279535293579102,-1.0965662002563477,,
822,301,749,616448,-0.012977411970496178,300,0.008747502230107784,0.0002,-27.312923431396484,-1.0965453386306763,,
820,302,753,618496,0.009653788059949875,301,0.007885582745075226,0.0002,-20.034446716308594,-1.096571683883667,,
818,303,757,620544,-0.016599560156464577,302,0.008432828821241856,0.0002,-24.10455322265625,-1.0965180397033691,,
816,304,762,622592,0.013641534373164177,303,0.01892992854118347,0.0002,-20.23365592956543,-1.0966076850891113,,
814,305,767,624640,-0.013132691383361816,304,0.005105273798108101,0.0002,-0.9717024564743042,-1.0963330268859863,,
812,306,771,626688,0.0044331541284918785,305,0.007209050469100475,0.0002,-14.19633674621582,-1.096312165260315,,
810,307,775,628736,-0.0074392398819327354,306,0.01330608781427145,0.0002,-18.02873420715332,-1.096296787261963,,
808,308,780,630784,-0.004032091237604618,307,0.07258594036102295,0.0002,-7.590266227722168,-1.0962820053100586,,
806,309,784,632832,-0.02192726731300354,308,0.0036620923783630133,0.0002,-12.597655296325684,-1.0961982011795044,,
804,310,789,634880,0.021679211407899857,309,0.015529153868556023,0.0002,-8.254817008972168,-1.096045970916748,,
802,311,794,636928,-0.02387751266360283,310,0.005310040432959795,0.0002,-14.316466331481934,-1.0960724353790283,,
800,312,798,638976,0.032839491963386536,311,0.010673800483345985,0.0002,-0.8256958723068237,-1.0961391925811768,,
797,313,803,641024,-0.021072696894407272,312,0.003171272575855255,0.0002,-11.166849136352539,-1.0961592197418213,8609.48828125,31.2
796,314,807,643072,0.022959742695093155,313,0.011594806797802448,0.0002,-19.833322525024414,-1.0963512659072876,,
794,315,811,645120,-0.02233666181564331,314,0.0050164079293608665,0.0002,-12.91287612915039,-1.0962255001068115,,
793,316,815,647168,0.02047225646674633,315,0.007259994745254517,0.0002,-13.78657341003418,-1.0961599349975586,,
791,317,819,649216,-0.02277778834104538,316,0.005429164506494999,0.0002,-10.644989967346191,-1.0961320400238037,,
790,318,823,651264,0.01968379318714142,317,0.004842448513954878,0.0002,-6.768190383911133,-1.0960952043533325,,
788,319,828,653312,-0.024072371423244476,318,0.00673676747828722,0.0002,-14.398599624633789,-1.096022605895996,,
786,320,832,655360,0.020249273627996445,319,0.01006385963410139,0.0002,-10.713318824768066,-1.0960214138031006,,
785,321,837,657408,-0.027644773945212364,320,0.012826433405280113,0.0002,-22.649845123291016,-1.0960613489151,,
783,322,841,659456,0.01513852272182703,321,0.015600979328155518,0.0002,-15.286190032958984,-1.0961811542510986,,
782,323,844,661504,-0.02183285355567932,322,0.0034081910271197557,0.0002,-9.365718841552734,-1.0961252450942993,,
781,324,848,663552,0.020736273378133774,323,0.0065970635041594505,0.0002,-17.146011352539062,-1.0961805582046509,,
780,325,852,665600,-0.020062463358044624,324,0.008302738890051842,0.0002,-18.914886474609375,-1.0962527990341187,,
779,326,856,667648,0.017864149063825607,325,0.0024979845620691776,0.0002,-11.925165176391602,-1.096289873123169,,
778,327,860,669696,-0.023381635546684265,326,0.008145534433424473,0.0002,-15.798274993896484,-1.0963425636291504,,
776,328,864,671744,0.016875682398676872,327,0.005600295960903168,0.0002,-17.58887481689453,-1.096384048461914,,
775,329,868,673792,-0.013526344671845436,328,0.0023770981933921576,0.0002,-14.98558235168457,-1.0963735580444336,,
774,330,872,675840,0.01467936672270298,329,0.004127277061343193,0.0002,-24.965620040893555,-1.0963984727859497,,
773,331,876,677888,-0.015584329143166542,330,0.006641280837357044,0.0002,-16.368642807006836,-1.0964674949645996,,
771,332,880,679936,0.012542670592665672,331,0.002951263915747404,0.0002,-12.693704605102539,-1.0965259075164795,,
770,333,885,681984,-0.01402209885418415,332,0.018215354532003403,0.0002,-27.94969940185547,-1.0965360403060913,,
768,334,889,684032,0.006345221772789955,333,0.002746215555816889,0.0002,-11.884501457214355,-1.0964484214782715,,
