time/fps,time/iterations,time/total_timesteps,time/time_elapsed,train/explained_variance,train/learning_rate,train/policy_loss,train/n_updates,train/value_loss,train/entropy_loss,resources/cpu_percent,resources/memory_mb,rollout/ep_rew_mean,rollout/ep_len_mean
1391,222,454656,326,0.0860033631324768,0.0002,-0.01774945668876171,221,0.11414594948291779,-0.6995362639427185,,,-1704.293302,23352.0
1388,223,456704,328,0.1562928557395935,0.0002,0.0032159527763724327,222,0.11205685138702393,-0.6939587593078613,,,-1704.293302,23352.0
1386,224,458752,330,0.1327473521232605,0.0002,-0.008036172017455101,223,0.11587920784950256,-0.687150239944458,,,-1704.293302,23352.0
1383,225,460800,333,0.16291719675064087,0.0002,0.01846485398709774,224,0.1142393946647644,-0.6859029531478882,,,-1704.293302,23352.0
1380,226,462848,335,0.14057540893554688,0.0002,-0.016601257026195526,225,0.11548075824975967,-0.6854444742202759,,,-1704.293302,23352.0
1378,227,464896,337,0.13317185640335083,0.0002,-0.005396516062319279,226,0.11739812791347504,-0.692030668258667,,,-1704.293302,23352.0
1375,228,466944,339,0.11590862274169922,0.0002,-0.0035047843120992184,227,0.1235441341996193,-0.6834992170333862,,,-1704.293302,23352.0
1372,229,468992,341,0.14576667547225952,0.0002,0.00365455006249249,228,0.11650726199150085,-0.6898795366287231,,,-1704.293302,23352.0
1369,230,471040,344,0.14305531978607178,0.0002,-0.025966094806790352,229,0.1155448630452156,-0.6787905693054199,,,-1704.293302,23352.0
1366,231,473088,346,0.18547219038009644,0.0002,0.009447483345866203,230,0.11320760846138,-0.68167644739151,,,-1704.293302,23352.0
1363,232,475136,348,0.12503588199615479,0.0002,-0.014795558527112007,231,0.11714779585599899,-0.6723976135253906,,,-1704.293302,23352.0
1361,233,477184,350,0.05806243419647217,0.0002,0.016583209857344627,232,0.11665347963571548,-0.6819581389427185,,,-1704.293302,23352.0
1358,234,479232,352,0.05305379629135132,0.0002,-0.017194006592035294,233,0.1144082099199295,-0.6987241506576538,,,-1704.293302,23352.0
1355,235,481280,355,0.11659932136535645,0.0002,0.013959784060716629,234,0.1141839399933815,-0.7022393941879272,7.0,12563.56640625,-1704.293302,23352.0
1351,236,483328,357,0.10739988088607788,0.0002,-0.010571193881332874,235,0.11814941465854645,-0.7041802406311035,,,-1704.293302,23352.0
1347,237,485376,360,0.11575967073440552,0.0002,0.010793089866638184,236,0.11384385824203491,-0.7079161405563354,,,-1704.293302,23352.0
1345,238,487424,362,0.07533985376358032,0.0002,-0.023963190615177155,237,0.11510758101940155,-0.7112925052642822,,,-1704.293302,23352.0
1342,239,489472,364,0.1328257918357849,0.0002,0.011262600310146809,238,0.11283844709396362,-0.7120919227600098,,,-1704.293302,23352.0
1339,240,491520,366,0.08821439743041992,0.0002,-0.023927509784698486,239,0.11835965514183044,-0.7119936943054199,,,-1704.293302,23352.0
1336,241,493568,369,0.0873117446899414,0.0002,0.01082310825586319,240,0.115949347615242,-0.7116049528121948,,,-1704.293302,23352.0
1334,242,495616,371,0.10147625207901001,0.0002,-0.0163252055644989,241,0.11510485410690308,-0.7112451791763306,,,-1704.293302,23352.0
1330,243,497664,374,0.09558790922164917,0.0002,0.010723942890763283,242,0.11640649288892746,-0.7094161510467529,,,-1704.293302,23352.0
1324,244,499712,377,0.08131289482116699,0.0002,-0.002503695199266076,243,0.11910420656204224,-0.7117021083831787,,,-1704.293302,23352.0
1319,245,501760,380,0.025059878826141357,0.0002,-0.0025543891824781895,244,0.11658935248851776,-0.7103315591812134,,,-1704.293302,23352.0
1315,246,503808,383,0.045349180698394775,0.0002,-0.0026968864258378744,245,0.11046978831291199,-0.7073105573654175,,,-1704.293302,23352.0
1311,247,505856,385,0.06119120121002197,0.0002,0.002492118626832962,246,0.11551360785961151,-0.7048120498657227,,,-1704.293302,23352.0
1306,248,507904,388,0.15869271755218506,0.0002,-0.006935179233551025,247,0.111416295170784,-0.7087534666061401,,,-1704.293302,23352.0
1303,249,509952,391,0.28107017278671265,0.0002,-0.0014549221377819777,248,0.11146464943885803,-0.714138388633728,,,-1704.293302,23352.0
1298,250,512000,394,0.09988242387771606,0.0002,-0.002889443887397647,249,0.12220301479101181,-0.7079715728759766,,,-1704.293302,23352.0
1295,251,514048,396,0.21954947710037231,0.0002,0.014004252851009369,250,0.11645689606666565,-0.7091318964958191,,,-1704.293302,23352.0
1292,252,516096,399,0.3234096169471741,0.0002,-0.025826310738921165,251,0.12692832946777344,-0.712882399559021,,,-1704.293302,23352.0
1288,253,518144,402,0.1965029239654541,0.0002,0.01429043896496296,252,0.1176285445690155,-0.70926433801651,,,-1704.293302,23352.0
1285,254,520192,404,0.3093828558921814,0.0002,-0.020221663638949394,253,0.11148206144571304,-0.7136185169219971,,,-1704.293302,23352.0
1280,255,522240,407,0.04840123653411865,0.0002,0.008059520274400711,254,0.11769543588161469,-0.7103849649429321,,,-1704.293302,23352.0
1274,256,524288,411,0.16497713327407837,0.0002,-0.002385425614193082,255,0.12342612445354462,-0.7112698554992676,,,-1704.293302,23352.0
1270,257,526336,414,0.25903207063674927,0.0002,-0.00014153961092233658,256,0.11465846002101898,-0.7133690118789673,,,-1704.293302,23352.0
1266,258,528384,417,0.2744494676589966,0.0002,0.007733326405286789,257,0.11155734956264496,-0.7125017642974854,,,-1704.293302,23352.0
1263,259,530432,419,0.2118433713912964,0.0002,-0.041105449199676514,258,0.11806415021419525,-0.711112916469574,,,-1704.293302,23352.0
1260,260,532480,422,0.2116648554801941,0.0002,0.0013303228188306093,259,0.10884083062410355,-0.7081625461578369,,,-1704.293302,23352.0
1258,261,534528,424,0.07821500301361084,0.0002,0.004676045849919319,260,0.11255745589733124,-0.7028234004974365,,,-1704.293302,23352.0
1255,262,536576,427,0.08752304315567017,0.0002,-0.005343611352145672,261,0.10900996625423431,-0.7002057433128357,,,-1704.293302,23352.0
1252,263,538624,430,0.12460899353027344,0.0002,0.0078012896701693535,262,0.11108316481113434,-0.7020401954650879,,,-1442.623305,28474.0
1249,264,540672,432,0.04740560054779053,0.0002,0.026383433490991592,263,0.1677495688199997,-0.6999209523200989,,,-1442.623305,28474.0
1248,265,542720,434,0.06380778551101685,0.0002,-0.016500288620591164,264,0.12829528748989105,-0.7040783166885376,,,-1442.623305,28474.0
1246,266,544768,437,0.005273222923278809,0.0002,0.01971493661403656,265,0.14324751496315002,-0.703071653842926,,,-1442.623305,28474.0
1244,267,546816,439,0.05063730478286743,0.0002,-0.011437637731432915,266,0.12770354747772217,-0.7026276588439941,,,-1442.623305,28474.0
1242,268,548864,441,0.052861034870147705,0.0002,-0.0032306781504303217,267,0.1341407597064972,-0.7006211280822754,,,-1442.623305,28474.0
1240,269,550912,444,0.027628779411315918,0.0002,0.00512733357027173,268,0.12609371542930603,-0.6937623023986816,,,-1442.623305,28474.0
1238,270,552960,446,-0.0019714832305908203,0.0002,-0.009142275899648666,269,0.12498268485069275,-0.7014878988265991,,,-1442.623305,28474.0
1236,271,555008,448,0.0049822330474853516,0.0002,0.0052768574096262455,270,0.12694022059440613,-0.6966745853424072,,,-1442.623305,28474.0
1234,272,557056,451,0.06502789258956909,0.0002,-0.011318879202008247,271,0.12556880712509155,-0.6972482204437256,,,-1442.623305,28474.0
1232,273,559104,453,0.04049205780029297,0.0002,0.000703759491443634,272,0.12566539645195007,-0.6963182687759399,,,-1442.623305,28474.0
1230,274,561152,456,0.004917562007904053,0.0002,-0.01596437580883503,273,0.12938284873962402,-0.6833497285842896,3.6,10667.83203125,-1442.623305,28474.0
1228,275,563200,458,0.07414138317108154,0.0002,0.015180808492004871,274,0.12489379942417145,-0.670050859451294,,,-1442.623305,28474.0
1226,276,565248,460,0.1428314447402954,0.0002,-0.00796360895037651,275,0.12576764822006226,-0.6849673390388489,,,-1442.623305,28474.0
1224,277,567296,463,0.2098565697669983,0.0002,0.009043463505804539,276,0.1228972002863884,-0.6960682272911072,,,-1442.623305,28474.0
1222,278,569344,465,0.10424762964248657,0.0002,-0.010434991680085659,277,0.1292732208967209,-0.6834784746170044,,,-1442.623305,28474.0
1219,279,571392,468,0.0958402156829834,0.0002,0.014569532126188278,278,0.12882941961288452,-0.6897822618484497,,,-1442.623305,28474.0
1216,280,573440,471,0.0788772702217102,0.0002,-0.028369933366775513,279,0.1304260790348053,-0.7012476921081543,,,-1442.623305,28474.0
1214,281,575488,473,0.16130775213241577,0.0002,0.008134103380143642,280,0.12918883562088013,-0.6967995166778564,,,-1442.623305,28474.0
1212,282,577536,476,0.22616994380950928,0.0002,-0.012058945372700691,281,0.12495503574609756,-0.6854231953620911,,,-1442.623305,28474.0
1210,283,579584,478,0.2720242142677307,0.0002,0.010187679901719093,282,0.12433391809463501,-0.6960762739181519,,,-1442.623305,28474.0
1207,284,581632,481,0.29250574111938477,0.0002,-0.0172167606651783,283,0.12767156958580017,-0.7014402747154236,,,-1262.637853,31095.666666666668
1204,285,583680,484,0.17968028783798218,0.0002,0.03655165806412697,284,0.18422269821166992,-0.6999235153198242,,,-1262.637853,31095.666666666668
1203,286,585728,486,0.16710233688354492,0.0002,-0.004178673028945923,285,0.14583775401115417,-0.6982750296592712,,,-1262.637853,31095.666666666668
1200,287,587776,489,0.20242798328399658,0.0002,-0.004756750538945198,286,0.14052364230155945,-0.6900520324707031,,,-1262.637853,31095.666666666668
1198,288,589824,492,0.20376545190811157,0.0002,0.007809977047145367,287,0.15273535251617432,-0.688840389251709,,,-1262.637853,31095.666666666668
1195,289,591872,495,0.2558208107948303,0.0002,-0.011294810101389885,288,0.13920986652374268,-0.694719672203064,,,-1262.637853,31095.666666666668
1192,290,593920,497,0.3060017228126526,0.0002,0.0028628280851989985,289,0.1436258852481842,-0.677923858165741,,,-1262.637853,31095.666666666668
1189,291,595968,501,0.257986843585968,0.0002,-0.008169153705239296,290,0.14204934239387512,-0.6913825273513794,,,-1262.637853,31095.666666666668
1187,292,598016,503,0.36022913455963135,0.0002,0.0020993254147469997,291,0.1347011923789978,-0.6721454858779907,,,-1262.637853,31095.666666666668
1185,293,600064,506,0.3723323941230774,0.0002,-0.01765703782439232,292,0.14504539966583252,-0.675037145614624,,,-1262.637853,31095.666666666668
1183,294,602112,508,0.3062940239906311,0.0002,0.02427610754966736,293,0.15197759866714478,-0.6752293109893799,,,-1262.637853,31095.666666666668
1181,295,604160,511,0.29951047897338867,0.0002,-0.015122798271477222,294,0.14426395297050476,-0.687873363494873,,,-1262.637853,31095.666666666668
1179,296,606208,513,0.2589263319969177,0.0002,0.014679135754704475,295,0.1493939906358719,-0.698505163192749,,,-1262.637853,31095.666666666668
1177,297,608256,516,0.2430511713027954,0.0002,-0.015816882252693176,296,0.15281018614768982,-0.6960771083831787,,,-1262.637853,31095.666666666668
1175,298,610304,519,0.426536500453949,0.0002,0.021117012947797775,297,0.1425713151693344,-0.7033170461654663,,,-1262.637853,31095.666666666668
1173,299,612352,521,0.4720585346221924,0.0002,0.0034537725150585175,298,0.13785281777381897,-0.7021207809448242,,,-1262.637853,31095.666666666668
1172,300,614400,524,0.424869179725647,0.0002,-0.03221169114112854,299,0.1438552439212799,-0.7040919065475464,,,-1262.637853,31095.666666666668
1170,301,616448,526,0.35621577501296997,0.0002,0.011521421372890472,300,0.14913788437843323,-0.7046504020690918,,,-1262.637853,31095.666666666668
1168,302,618496,529,0.36192601919174194,0.0002,-0.02368975058197975,301,0.15288907289505005,-0.7096174359321594,,,-1262.637853,31095.666666666668
1166,303,620544,531,0.4932537078857422,0.0002,0.00596644589677453,302,0.13738523423671722,-0.7089757323265076,,,-1262.637853,31095.666666666668
1165,304,622592,534,0.39710932970046997,0.0002,-0.007020181976258755,303,0.14922775328159332,-0.7095804214477539,,,-1262.637853,31095.666666666668
1163,305,624640,536,0.2732522487640381,0.0002,-0.0021318085491657257,304,0.14377838373184204,-0.7061736583709717,,,-1262.637853,31095.666666666668
1162,306,626688,539,0.38149887323379517,0.0002,-0.01507820375263691,305,0.14428399503231049,-0.7048629522323608,,,-1262.637853,31095.666666666668
1160,307,628736,541,0.424829363822937,0.0002,0.02667384035885334,306,0.14235174655914307,-0.7043042182922363,,,-1262.637853,31095.666666666668
1158,308,630784,544,0.38480401039123535,0.0002,-0.007334448397159576,307,0.14634765684604645,-0.7048850059509277,,,-1262.637853,31095.666666666668
1156,309,632832,547,0.3620057702064514,0.0002,-0.014295648783445358,308,0.14231571555137634,-0.7064487338066101,,,-1262.637853,31095.666666666668
1154,310,634880,549,0.2702596187591553,0.0002,0.020650438964366913,309,0.14834193885326385,-0.7049721479415894,,,-1262.637853,31095.666666666668
1152,311,636928,552,0.32116228342056274,0.0002,0.00900331512093544,310,0.16418951749801636,-0.7033206820487976,,,-1262.637853,31095.666666666668
1151,312,638976,555,0.4298256039619446,0.0002,-0.014798064716160297,311,0.1457175314426422,-0.6980985999107361,,,-1262.637853,31095.666666666668
1149,313,641024,557,0.3931448459625244,0.0002,0.008449730463325977,312,0.14575664699077606,-0.7064765691757202,20.0,11094.82421875,-1262.637853,31095.666666666668
1148,314,643072,560,0.36261940002441406,0.0002,-0.01815088838338852,313,0.1499456912279129,-0.7029718160629272,,,-1262.637853,31095.666666666668
1146,315,645120,562,0.2915748953819275,0.0002,0.01759444922208786,314,0.15544213354587555,-0.699639081954956,,,-1212.9347125,33372.25
1145,316,647168,564,0.3018365502357483,0.0002,0.014711091294884682,315,0.18747305870056152,-0.7076154351234436,,,-1212.9347125,33372.25
1144,317,649216,567,0.34755939245224,0.0002,-0.017804687842726707,316,0.15813902020454407,-0.7080671191215515,,,-1212.9347125,33372.25
1140,318,651264,570,0.4130439758300781,0.0002,0.004410108085721731,317,0.16210761666297913,-0.7068273425102234,,,-1212.9347125,33372.25
1138,319,653312,573,0.522110790014267,0.0002,-0.008439257740974426,318,0.14950883388519287,-0.7041066884994507,,,-1212.9347125,33372.25
1137,320,655360,576,0.43177205324172974,0.0002,0.004533819388598204,319,0.16340398788452148,-0.6885194182395935,,,-1212.9347125,33372.25
1135,321,657408,579,0.45315611362457275,0.0002,-0.008810572326183319,320,0.15171866118907928,-0.6927251815795898,,,-1212.9347125,33372.25
1134,322,659456,581,0.41334640979766846,0.0002,0.02016749046742916,321,0.16152407228946686,-0.6985563039779663,,,-1212.9347125,33372.25
1132,323,661504,584,0.29781317710876465,0.0002,-0.004697196651250124,322,0.16746178269386292,-0.703379213809967,,,-1212.9347125,33372.25
1130,324,663552,586,0.41203564405441284,0.0002,-0.008873546496033669,323,0.16341471672058105,-0.7055304646492004,,,-1212.9347125,33372.25
1127,325,665600,590,0.44021499156951904,0.0002,0.022347118705511093,324,0.1551176905632019,-0.6980001330375671,,,-1212.9347125,33372.25
1125,326,667648,593,0.26435989141464233,0.0002,-0.02826095186173916,325,0.15695925056934357,-0.6957414746284485,,,-1212.9347125,33372.25
1123,327,669696,595,0.27270346879959106,0.0002,0.02046145498752594,326,0.16578704118728638,-0.6946114301681519,,,-1212.9347125,33372.25
1122,328,671744,598,0.36661338806152344,0.0002,-0.024274278432130814,327,0.17022286355495453,-0.6964209675788879,,,-1212.9347125,33372.25
1120,329,673792,601,0.4521964192390442,0.0002,0.02062346041202545,328,0.14907799661159515,-0.6931512355804443,,,-1212.9347125,33372.25
1119,330,675840,603,0.45642292499542236,0.0002,-0.00023179524578154087,329,0.16860446333885193,-0.6966997981071472,,,-1212.9347125,33372.25
1116,331,677888,607,0.4449729919433594,0.0002,0.012558059766888618,330,0.15964514017105103,-0.6936506628990173,,,-1212.9347125,33372.25
1114,332,679936,609,0.3281221389770508,0.0002,-0.04415084421634674,331,0.15338772535324097,-0.6990102529525757,,,-1212.9347125,33372.25
1113,333,681984,612,0.3127819299697876,0.0002,-0.00542627926915884,332,0.16757738590240479,-0.6987338066101074,,,-1212.9347125,33372.25
1111,334,684032,615,0.22356635332107544,0.0002,0.006015104707330465,333,0.16238678991794586,-0.6923949718475342,,,-1212.9347125,33372.25
1110,335,686080,617,0.28316062688827515,0.0002,-0.011464488692581654,334,0.16785284876823425,-0.674728512763977,,,-1212.9347125,33372.25
1108,336,688128,620,0.2843925356864929,0.0002,0.019183676689863205,335,0.15793272852897644,-0.671800434589386,,,-1212.9347125,33372.25
1107,337,690176,623,0.23065853118896484,0.0002,-0.007069128565490246,336,0.17376989126205444,-0.676933765411377,,,-1537.7430796,35319.0
1105,338,692224,625,0.06343185901641846,0.0002,0.03442869335412979,337,0.18701684474945068,-0.6873079538345337,,,-1537.7430796,35319.0
1104,339,694272,628,0.14834004640579224,0.0002,0.02727600745856762,338,0.14788678288459778,-0.6828364729881287,,,-1537.7430796,35319.0
1103,340,696320,631,0.24621057510375977,0.0002,-0.005243345629423857,339,0.14671649038791656,-0.6870874166488647,,,-1537.7430796,35319.0
1102,341,698368,633,0.21145248413085938,0.0002,0.012957338243722916,340,0.14826887845993042,-0.6886249780654907,,,-1537.7430796,35319.0
1100,342,700416,636,0.1645587682723999,0.0002,-0.025892408564686775,341,0.15030041337013245,-0.6760038733482361,,,-1537.7430796,35319.0
1099,343,702464,638,0.14949995279312134,0.0002,-0.0003450270742177963,342,0.1391701102256775,-0.6617953777313232,,,-1537.7430796,35319.0
1097,344,704512,641,0.21663719415664673,0.0002,-0.009743879549205303,343,0.14801698923110962,-0.6425305008888245,,,-1537.7430796,35319.0
1096,345,706560,644,0.4078734517097473,0.0002,-0.008090618997812271,344,0.1335291862487793,-0.6320216655731201,,,-1537.7430796,35319.0
1094,346,708608,647,0.33173930644989014,0.0002,0.010706672444939613,345,0.14384625852108002,-0.6139163970947266,,,-1537.7430796,35319.0
1092,347,710656,650,0.2025800347328186,0.0002,-0.025018036365509033,346,0.13892722129821777,-0.6448553800582886,,,-1537.7430796,35319.0
1089,348,712704,654,0.16474729776382446,0.0002,-0.0003766203299164772,347,0.15174399316310883,-0.6425635814666748,,,-1537.7430796,35319.0
1087,349,714752,657,0.288526713848114,0.0002,0.009581400081515312,348,0.1398906260728836,-0.6403965353965759,,,-1537.7430796,35319.0
1085,350,716800,660,0.29976993799209595,0.0002,-0.017068829387426376,349,0.1464253067970276,-0.6422349214553833,,,-1537.7430796,35319.0
1084,351,718848,662,0.39973729848861694,0.0002,0.021464770659804344,350,0.1462305188179016,-0.662998616695404,,,-1537.7430796,35319.0
1083,352,720896,665,0.33524686098098755,0.0002,-0.023161809891462326,351,0.14387202262878418,-0.6691592335700989,39.7,11842.22265625,-1537.7430796,35319.0
1082,353,722944,668,0.39801448583602905,0.0002,0.013116920366883278,352,0.13819380104541779,-0.6772235035896301,,,-1537.7430796,35319.0
1080,354,724992,670,0.21227407455444336,0.0002,-0.026394948363304138,353,0.1500874012708664,-0.6842093467712402,,,-1537.7430796,35319.0
1079,355,727040,673,0.38615506887435913,0.0002,0.010869563557207584,354,0.13456353545188904,-0.6723653078079224,,,-1494.7027446666668,36994.5
1078,356,729088,676,0.19684606790542603,0.0002,-0.010118020698428154,355,0.17404276132583618,-0.6751117706298828,,,-1494.7027446666668,36994.5
1076,357,731136,678,0.23599183559417725,0.0002,0.006078837905079126,356,0.1455049216747284,-0.6721220016479492,,,-1494.7027446666668,36994.5
1075,358,733184,681,0.24466842412948608,0.0002,-0.018788907676935196,357,0.15354569256305695,-0.6864818334579468,,,-1494.7027446666668,36994.5
1074,359,735232,684,0.09078115224838257,0.0002,0.032965730875730515,358,0.17748746275901794,-0.6854438185691833,,,-1494.7027446666668,36994.5
1073,360,737280,686,0.3251148462295532,0.0002,-0.005755792371928692,359,0.16693975031375885,-0.6829694509506226,,,-1494.7027446666668,36994.5
1072,361,739328,689,0.23604780435562134,0.0002,0.015487601049244404,360,0.1526469886302948,-0.6652827262878418,,,-1494.7027446666668,36994.5
1071,362,741376,691,0.28274911642074585,0.0002,-0.02144060656428337,361,0.15304604172706604,-0.6882526874542236,,,-1494.7027446666668,36994.5
1070,363,743424,694,0.2968659996986389,0.0002,-0.01640625111758709,362,0.14945673942565918,-0.6897749900817871,,,-1494.7027446666668,36994.5
1069,364,745472,696,0.331581711769104,0.0002,0.013143911957740784,363,0.1494932770729065,-0.668417751789093,,,-1494.7027446666668,36994.5
1068,365,747520,699,0.17482638359069824,0.0002,0.0010696290992200375,364,0.16793328523635864,-0.6672954559326172,,,-1494.7027446666668,36994.5
1067,366,749568,702,0.23377752304077148,0.0002,-0.009357016533613205,365,0.15787242352962494,-0.6578344106674194,,,-1494.7027446666668,36994.5
1066,367,751616,704,0.17572200298309326,0.0002,0.007839744910597801,366,0.15671610832214355,-0.6312621831893921,,,-1494.7027446666668,36994.5
1063,368,753664,708,0.2521076798439026,0.0002,-0.02166764810681343,367,0.14915035665035248,-0.6229016780853271,,,-1494.7027446666668,36994.5
1061,369,755712,711,0.157825767993927,0.0002,0.00964006595313549,368,0.15376223623752594,-0.6190822124481201,,,-1494.7027446666668,36994.5
1059,370,757760,714,0.2777838110923767,0.0002,-0.017988234758377075,369,0.15289588272571564,-0.6457968950271606,,,-1494.7027446666668,36994.5
1058,371,759808,717,0.35522741079330444,0.0002,0.010610259138047695,370,0.1418789178133011,-0.642795979976654,,,-1494.7027446666668,36994.5
1057,372,761856,720,0.21105355024337769,0.0002,-0.008691037073731422,371,0.14708378911018372,-0.6280698180198669,,,-1494.7027446666668,36994.5
1055,373,763904,723,0.06168365478515625,0.0002,-0.00045103783486410975,372,0.15491995215415955,-0.6492171287536621,,,-1494.7027446666668,36994.5
1054,374,765952,726,0.22803646326065063,0.0002,0.008636309765279293,373,0.1423182487487793,-0.6474566459655762,,,-1494.7027446666668,36994.5
1052,375,768000,729,0.12876540422439575,0.0002,-0.01761593297123909,374,0.15175139904022217,-0.6461413502693176,,,-1494.7027446666668,36994.5
1051,376,770048,732,0.1517791748046875,0.0002,-0.0049339784309268,375,0.156467467546463,-0.6574252843856812,,,-1494.7027446666668,36994.5
1050,377,772096,735,0.3658252954483032,0.0002,-0.0024770344607532024,376,0.1398524045944214,-0.6610085964202881,,,-1494.7027446666668,36994.5
1049,378,774144,737,0.3337101340293884,0.0002,0.002182295545935631,377,0.14640504121780396,-0.6657392978668213,,,-1494.7027446666668,36994.5
1048,379,776192,740,0.04015207290649414,0.0002,0.012152936309576035,378,0.1585770696401596,-0.6672674417495728,,,-1494.7027446666668,36994.5
1047,380,778240,742,0.05838298797607422,0.0002,-0.02815278246998787,379,0.15635669231414795,-0.6914661526679993,,,-1494.7027446666668,36994.5
1046,381,780288,745,0.15728825330734253,0.0002,0.007075706031173468,380,0.1547645628452301,-0.6941637396812439,,,-1494.7027446666668,36994.5
1045,382,782336,748,0.11734241247177124,0.0002,-0.019327549263834953,381,0.14958849549293518,-0.6982994079589844,,,-1494.7027446666668,36994.5
1044,383,784384,750,0.1321132779121399,0.0002,0.0200795978307724,382,0.15555156767368317,-0.695102334022522,,,-1494.7027446666668,36994.5
1043,384,786432,753,0.15287446975708008,0.0002,-0.01128922775387764,383,0.1456979513168335,-0.7013236880302429,,,-1494.7027446666668,36994.5
1041,385,788480,756,0.10029363632202148,0.0002,0.0018433406949043274,384,0.1544443964958191,-0.7016986608505249,,,-1494.7027446666668,36994.5
1040,386,790528,759,0.19070649147033691,0.0002,0.010919027961790562,385,0.1498309075832367,-0.694995105266571,,,-1494.7027446666668,36994.5
1039,387,792576,762,0.119129478931427,0.0002,-0.03648299723863602,386,0.15007168054580688,-0.6943758130073547,,,-1494.7027446666668,36994.5
1038,388,794624,764,0.09617680311203003,0.0002,0.00377999572083354,387,0.1560949981212616,-0.6903946399688721,,,-1494.7027446666668,36994.5
1038,389,796672,767,-0.015080928802490234,0.0002,-0.008188191801309586,388,0.14991217851638794,-0.688850998878479,,,-1494.7027446666668,36994.5
1037,390,798720,770,-0.0021538734436035156,0.0002,0.006729161832481623,389,0.153986394405365,-0.6967830657958984,,,-1494.7027446666668,36994.5
1035,391,800768,773,0.16482555866241455,0.0002,-0.008696421049535275,390,0.14576146006584167,-0.6965658664703369,4.2,11578.34765625,-1494.7027446666668,36994.5
1034,392,802816,776,0.051324546337127686,0.0002,0.008132616989314556,391,0.15137946605682373,-0.6830954551696777,,,-1494.7027446666668,36994.5
1033,393,804864,778,0.12989157438278198,0.0002,-0.016688497737050056,392,0.15086762607097626,-0.6829450130462646,,,-1494.7027446666668,36994.5
1032,394,806912,781,0.11626261472702026,0.0002,0.011908672749996185,393,0.15329402685165405,-0.6892306804656982,,,-1494.7027446666668,36994.5
1030,395,808960,784,0.09835708141326904,0.0002,-0.010567326098680496,394,0.1412234753370285,-0.6926820278167725,,,-1494.7027446666668,36994.5
1029,396,811008,787,-0.0558849573135376,0.0002,0.002986426930874586,395,0.15712593495845795,-0.6766905784606934,,,-1494.7027446666668,36994.5
1028,397,813056,790,0.024249613285064697,0.0002,0.0012769012246280909,396,0.14772099256515503,-0.676844596862793,,,-1494.7027446666668,36994.5
1027,398,815104,793,0.04731273651123047,0.0002,-0.001635727472603321,397,0.15335452556610107,-0.6838411688804626,,,-1494.7027446666668,36994.5
1026,399,817152,796,0.09080976247787476,0.0002,0.0021562520414590836,398,0.14729300141334534,-0.6855729818344116,,,-1494.7027446666668,36994.5
1025,400,819200,798,0.037117063999176025,0.0002,-9.115925058722496e-05,399,0.150659441947937,-0.6957785487174988,,,-1494.7027446666668,36994.5
1024,401,821248,801,0.07252877950668335,0.0002,-0.0002871416509151459,400,0.14970463514328003,-0.6811621189117432,,,-1494.7027446666668,36994.5
1023,402,823296,804,0.019020497798919678,0.0002,-0.016715440899133682,401,0.14959247410297394,-0.6893429160118103,,,-1494.7027446666668,36994.5
1022,403,825344,807,0.01748567819595337,0.0002,0.014600371941924095,402,0.15307624638080597,-0.6837538480758667,,,-1494.7027446666668,36994.5
1021,404,827392,810,0.0006762146949768066,0.0002,-0.004614280536770821,403,0.14929136633872986,-0.6820385456085205,,,-1494.7027446666668,36994.5
1019,405,829440,813,0.011363863945007324,0.0002,0.008542591705918312,404,0.15004687011241913,-0.6901822090148926,,,-1494.7027446666668,36994.5
1018,406,831488,816,0.10387063026428223,0.0002,-0.013803454115986824,405,0.1549672931432724,-0.6769797801971436,,,-1494.7027446666668,36994.5
1017,407,833536,819,0.16001367568969727,0.0002,0.014328345656394958,406,0.14595071971416473,-0.6526715755462646,,,-1494.7027446666668,36994.5
1016,408,835584,822,0.14593827724456787,0.0002,-0.007355611305683851,407,0.14330147206783295,-0.6728149056434631,,,-1494.7027446666668,36994.5
1015,409,837632,824,-0.05547213554382324,0.0002,0.016358699649572372,408,0.1592961549758911,-0.690458357334137,,,-1494.7027446666668,36994.5
1014,410,839680,827,0.022068917751312256,0.0002,-0.011164050549268723,409,0.15223099291324615,-0.6924037933349609,,,-1494.7027446666668,36994.5
1013,411,841728,830,-0.09211599826812744,0.0002,0.009470408782362938,410,0.15325629711151123,-0.6899911165237427,,,-1494.7027446666668,36994.5
1012,412,843776,833,0.0008671879768371582,0.0002,-0.011273028329014778,411,0.1531364768743515,-0.6715248823165894,,,-1494.7027446666668,36994.5
1011,413,845824,836,0.03206968307495117,0.0002,0.009288297966122627,412,0.14538367092609406,-0.6708143353462219,,,-1494.7027446666668,36994.5
1009,414,847872,839,-0.07167971134185791,0.0002,-0.015695631504058838,413,0.15552589297294617,-0.6733104586601257,,,-1494.7027446666668,36994.5
1008,415,849920,842,0.0134660005569458,0.0002,0.013414726592600346,414,0.15119467675685883,-0.6825798153877258,,,-1494.7027446666668,36994.5
1007,416,851968,845,-0.0040149688720703125,0.0002,-0.01942044496536255,415,0.14736682176589966,-0.6934798955917358,,,-1494.7027446666668,36994.5
1006,417,854016,848,-0.03560769557952881,0.0002,0.006176255643367767,416,0.15001240372657776,-0.6922178864479065,,,-1494.7027446666668,36994.5
1005,418,856064,851,-0.010483741760253906,0.0002,-0.009593438357114792,417,0.1490062177181244,-0.6938996315002441,,,-1494.7027446666668,36994.5
