time/fps,time/time_elapsed,time/iterations,time/total_timesteps,train/explained_variance,train/entropy_loss,train/value_loss,train/policy_loss,train/learning_rate,train/n_updates,resources/memory_mb,resources/cpu_percent
1469,27,40,40960,-0.10483384132385254,-0.9582749009132385,0.1288769543170929,-0.04738049581646919,0.0002,39,10964.3125,2.1
1466,28,41,41984,-0.4692854881286621,-0.9627994298934937,0.11638080328702927,-0.05348272994160652,0.0002,40,,
1464,29,42,43008,-0.28517186641693115,-0.9407291412353516,0.131473571062088,0.001430504722520709,0.0002,41,,
1460,30,43,44032,-0.20561373233795166,-0.9442687630653381,0.14681431651115417,-0.10199066996574402,0.0002,42,,
1456,30,44,45056,0.07047134637832642,-0.961841344833374,0.11097460985183716,0.005238067824393511,0.0002,43,,
1453,31,45,46080,0.028042733669281006,-0.9520481824874878,0.0726422369480133,-0.12066375464200974,0.0002,44,,
1451,32,46,47104,0.2937243580818176,-0.9669463634490967,0.10167867690324783,-0.00972359161823988,0.0002,45,,
1448,33,47,48128,-0.14182865619659424,-0.9784708023071289,0.11391869187355042,-0.06477158516645432,0.0002,46,,
1446,33,48,49152,-0.5618151426315308,-0.990203320980072,0.14259764552116394,-0.009012921713292599,0.0002,47,,
1442,34,49,50176,0.08712083101272583,-0.9738434553146362,0.07018430531024933,-0.07883583754301071,0.0002,48,,
1440,35,50,51200,-0.053615570068359375,-0.9685099124908447,3.232076406478882,-0.3465642035007477,0.0002,49,,
1438,36,51,52224,0.05201941728591919,-0.9716731309890747,0.0593610517680645,0.027286184951663017,0.0002,50,,
1436,37,52,53248,-0.7716580629348755,-1.006510615348816,0.09409723430871964,-0.09510936588048935,0.0002,51,,
1433,37,53,54272,-0.09038972854614258,-0.9947789907455444,0.06432966142892838,-0.02225160039961338,0.0002,52,,
1430,38,54,55296,-0.95428466796875,-1.0144298076629639,0.09256863594055176,-0.02393696829676628,0.0002,53,,
1426,39,55,56320,-1.4963502883911133,-1.0159257650375366,0.08990946412086487,-0.023778991773724556,0.0002,54,,
1423,40,56,57344,-0.830712080001831,-1.0079309940338135,0.04917782172560692,-0.04684065282344818,0.0002,55,,
1420,41,57,58368,-0.9446897506713867,-1.0055673122406006,0.04852797091007233,0.019132092595100403,0.0002,56,,
1416,41,58,59392,-0.7438828945159912,-1.011841893196106,0.057528089731931686,-0.04885544255375862,0.0002,57,,
1413,42,59,60416,-0.7253079414367676,-1.0176870822906494,0.0507824644446373,0.003997150342911482,0.0002,58,,
1410,43,60,61440,-0.996048092842102,-1.0281713008880615,0.02467184141278267,-0.0713622123003006,0.0002,59,,
1405,44,61,62464,-1.0573055744171143,-1.0326848030090332,0.03598485141992569,0.004838750697672367,0.0002,60,,
1400,45,62,63488,-1.0505118370056152,-1.0318552255630493,0.05470273271203041,-0.05243798345327377,0.0002,61,,
1397,46,63,64512,-1.2512493133544922,-1.0337146520614624,0.03906460851430893,-0.00332626816816628,0.0002,62,,
1393,47,64,65536,-1.3980393409729004,-1.0264544486999512,0.024510905146598816,-0.034060534089803696,0.0002,63,,
1389,47,65,66560,-0.6592400074005127,-1.031620979309082,0.05980146303772926,0.035877034068107605,0.0002,64,,
1386,48,66,67584,-4.37601375579834,-1.032948613166809,0.0654839426279068,-0.06680496037006378,0.0002,65,,
1383,49,67,68608,-1.3310530185699463,-1.0364806652069092,0.06403635442256927,0.009587273932993412,0.0002,66,,
1379,50,68,69632,-3.1955833435058594,-1.032418966293335,0.0376068651676178,-0.05536460131406784,0.0002,67,,
1376,51,69,70656,-0.9264285564422607,-1.033607006072998,0.032200805842876434,-0.0038647837936878204,0.0002,68,,
1373,52,70,71680,-1.2616417407989502,-1.0307331085205078,0.039016641676425934,-0.004877139814198017,0.0002,69,,
1369,53,71,72704,-2.538160800933838,-1.0366885662078857,0.03267304599285126,-0.04395638778805733,0.0002,70,,
1365,53,72,73728,-1.3693187236785889,-1.0477855205535889,0.09878197312355042,0.014501530677080154,0.0002,71,,
1360,54,73,74752,-3.338963508605957,-1.0433906316757202,0.09572942554950714,-0.07811549305915833,0.0002,72,,
1357,55,74,75776,-1.2741451263427734,-1.0445072650909424,0.0645468682050705,-0.001777825877070427,0.0002,73,,
1354,56,75,76800,-2.699458599090576,-1.0477794408798218,0.02255963161587715,-0.05514651536941528,0.0002,74,,
1350,57,76,77824,-2.4297189712524414,-1.0517396926879883,0.028765983879566193,0.00900877732783556,0.0002,75,,
1346,58,77,78848,-1.6031427383422852,-1.0537683963775635,0.013210071250796318,-0.040610380470752716,0.0002,76,,
1342,59,78,79872,-2.2385003566741943,-1.0536277294158936,0.02404382824897766,0.02271374687552452,0.0002,77,,
1336,60,79,80896,-6.944136619567871,-1.0593488216400146,0.04764672368764877,-0.05111188068985939,0.0002,78,10882.01171875,1.8
1332,61,80,81920,-1.4556982517242432,-1.0560247898101807,0.05506359785795212,-0.012971458956599236,0.0002,79,,
1328,62,81,82944,-3.7858805656433105,-1.0610458850860596,0.010875726118683815,-0.006716909818351269,0.0002,80,,
1323,63,82,83968,-3.2767419815063477,-1.069101333618164,0.021287139505147934,0.011046185158193111,0.0002,81,,
1320,64,83,84992,-1.9431896209716797,-1.0683486461639404,0.0538436621427536,-0.03851739689707756,0.0002,82,,
1317,65,84,86016,-1.693220615386963,-1.0668480396270752,0.024281570687890053,0.04266110062599182,0.0002,83,,
1310,66,85,87040,-6.098636627197266,-1.0677915811538696,0.01977665349841118,-0.027262091636657715,0.0002,84,,
1304,67,86,88064,-2.8199100494384766,-1.071387767791748,0.01948782615363598,0.01752662844955921,0.0002,85,,
1300,68,87,89088,-5.540104389190674,-1.0713673830032349,0.013995788991451263,-0.03571472316980362,0.0002,86,,
1296,69,88,90112,-2.0791845321655273,-1.075786828994751,0.02904452756047249,0.0218438059091568,0.0002,87,,
1292,70,89,91136,-4.56337833404541,-1.0760743618011475,0.02823658287525177,-0.05645068734884262,0.0002,88,,
1287,71,90,92160,-6.098742485046387,-1.0770893096923828,0.02175467275083065,0.0204477496445179,0.0002,89,,
1283,72,91,93184,-5.979734420776367,-1.0756845474243164,0.023156344890594482,-0.04578956216573715,0.0002,90,,
1280,73,92,94208,-2.7135117053985596,-1.0762486457824707,0.02421315759420395,0.019165419042110443,0.0002,91,,
1276,74,93,95232,-6.948298931121826,-1.0769100189208984,0.033050887286663055,-0.05746738612651825,0.0002,92,,
1272,75,94,96256,-2.9113123416900635,-1.0777640342712402,0.030689258128404617,0.02048700861632824,0.0002,93,,
1268,76,95,97280,-3.731633186340332,-1.080311894416809,0.04411724582314491,-0.057361360639333725,0.0002,94,,
1263,77,96,98304,-4.213449954986572,-1.0784492492675781,0.013382235541939735,0.004196980502456427,0.0002,95,,
