time/time_elapsed,time/total_timesteps,time/fps,time/iterations,train/explained_variance,train/entropy_loss,train/learning_rate,train/n_updates,train/value_loss,train/policy_loss,resources/cpu_percent,resources/memory_mb
233,244736,1047,239,-22.616233825683594,-1.0934679508209229,0.0002,238,0.00748169980943203,0.021550148725509644,,
235,245760,1045,240,-12.820960998535156,-1.0937119722366333,0.0002,239,0.0058704824186861515,-0.018805164843797684,,
236,246784,1042,241,-19.278024673461914,-1.0940048694610596,0.0002,240,0.009928019717335701,0.011700433678925037,,
238,247808,1040,242,-21.97533416748047,-1.0940055847167969,0.0002,241,0.008720338344573975,-0.0204220712184906,,
239,248832,1037,243,-18.12479019165039,-1.093799352645874,0.0002,242,0.006207853090018034,0.011571859940886497,,
241,249856,1035,244,-38.828590393066406,-1.09423828125,0.0002,243,0.00880842562764883,-0.013420676812529564,,
242,250880,1032,245,-16.448307037353516,-1.0938694477081299,0.0002,244,0.0038617970421910286,0.009798816405236721,,
244,251904,1030,246,-12.565987586975098,-1.0939747095108032,0.0002,245,0.003963044378906488,-0.008767824620008469,,
246,252928,1027,247,-15.548620223999023,-1.0942213535308838,0.0002,246,0.008284760639071465,0.0010303219314664602,,
247,253952,1025,248,-11.077127456665039,-1.0940070152282715,0.0002,247,0.0036302886437624693,0.00010212918277829885,,
249,254976,1022,249,-15.565433502197266,-1.0939924716949463,0.0002,248,0.008228912949562073,-0.004904268309473991,,
251,256000,1018,250,-12.809971809387207,-1.0943089723587036,0.0002,249,0.003339993068948388,0.0026797177270054817,,
253,257024,1015,251,-12.606022834777832,-1.0940407514572144,0.0002,250,0.0021954672411084175,-0.0006521553732454777,,
254,258048,1013,252,-19.833965301513672,-1.093977451324463,0.0002,251,0.011646507307887077,-0.0013434046413749456,,
256,259072,1011,253,-10.670195579528809,-1.0942459106445312,0.0002,252,0.002461274154484272,0.004182932898402214,,
257,260096,1008,254,-19.3659610748291,-1.0942387580871582,0.0002,253,0.005574261769652367,-0.003366141114383936,,
259,261120,1006,255,-10.266071319580078,-1.0941987037658691,0.0002,254,0.006059988867491484,-0.001674174563959241,,
261,262144,1004,256,-12.402351379394531,-1.0942399501800537,0.0002,255,0.004055649042129517,-0.001049840822815895,,
262,263168,1001,257,-11.16403865814209,-1.0943056344985962,0.0002,256,0.002636569319292903,0.005685798358172178,,
264,264192,999,258,-47.519893646240234,-1.094677448272705,0.0002,257,0.0056803422048687935,-0.009648172184824944,,
265,265216,997,259,-7.869054794311523,-1.0943737030029297,0.0002,258,0.0038380883634090424,0.01329132728278637,,
267,266240,994,260,-17.429086685180664,-1.0945582389831543,0.0002,259,0.0037652708124369383,-0.017239507287740707,,
269,267264,992,261,-4.809136390686035,-1.094379186630249,0.0002,260,0.009782325476408005,0.02268071100115776,,
270,268288,990,262,-5.471212387084961,-1.0945372581481934,0.0002,261,0.005224753636866808,-0.03543493151664734,,
272,269312,987,263,-8.127799034118652,-1.0944645404815674,0.0002,262,0.007499813102185726,0.040990956127643585,,
274,270336,985,264,-6.42270565032959,-1.0946805477142334,0.0002,263,0.004462731536477804,-0.030422117561101913,,
275,271360,983,265,-4.488462448120117,-1.0946612358093262,0.0002,264,0.006259939167648554,0.025522030889987946,,
277,272384,981,266,-4.543306827545166,-1.0947856903076172,0.0002,265,0.005025770515203476,-0.020549383014440536,,
279,273408,978,267,-6.481942653656006,-1.0946221351623535,0.0002,266,0.027153942734003067,0.015788163989782333,,
280,274432,976,268,-16.50259780883789,-1.0947576761245728,0.0002,267,0.007343786768615246,-0.026770327240228653,,
282,275456,974,269,-4.977783203125,-1.0944321155548096,0.0002,268,0.012923785485327244,0.017453094944357872,,
284,276480,972,270,-27.72675323486328,-1.0946835279464722,0.0002,269,0.018098289147019386,-0.02080841176211834,,
286,277504,970,271,-21.048446655273438,-1.0947024822235107,0.0002,270,0.00405127415433526,0.012235615402460098,,
287,278528,967,272,-9.854166984558105,-1.0946787595748901,0.0002,271,0.005371711682528257,-0.015598161146044731,,
289,279552,965,273,-8.166668891906738,-1.094695806503296,0.0002,272,0.0035878457129001617,0.012670058757066727,,
291,280576,963,274,-12.017931938171387,-1.0948076248168945,0.0002,273,0.00384941091760993,-0.013243231922388077,1.8,10684.5546875
293,281600,960,275,-21.940406799316406,-1.0948387384414673,0.0002,274,0.0025965552777051926,0.014414940029382706,,
294,282624,958,276,-3.5469274520874023,-1.0948059558868408,0.0002,275,0.04586305469274521,-0.01742946356534958,,
296,283648,956,277,-21.367300033569336,-1.0948896408081055,0.0002,276,0.0057894643396139145,-0.003321718890219927,,
298,284672,954,278,-21.089731216430664,-1.0952330827713013,0.0002,277,0.002322210930287838,0.004468214698135853,,
300,285696,952,279,-14.64947509765625,-1.0947833061218262,0.0002,278,0.0037643839605152607,-0.005609804764389992,,
301,286720,950,280,-1.6079320907592773,-1.0949604511260986,0.0002,279,0.0032704221084713936,0.010159699246287346,,
303,287744,947,281,-13.012931823730469,-1.0949883460998535,0.0002,280,0.004917673300951719,-0.017138374969363213,,
305,288768,945,282,-2.2524940967559814,-1.0949125289916992,0.0002,281,0.024818234145641327,0.010513163171708584,,
307,289792,943,283,-6.884852409362793,-1.094961166381836,0.0002,282,0.0036460862029343843,-0.028296511620283127,,
308,290816,941,284,-7.46354866027832,-1.0946526527404785,0.0002,283,0.0062352316454052925,0.038409747183322906,,
310,291840,939,285,-2.6419761180877686,-1.0944633483886719,0.0002,284,0.005018547177314758,-0.0415840819478035,,
312,292864,936,286,-7.685845375061035,-1.0942416191101074,0.0002,285,0.004323379136621952,0.04061673581600189,,
314,293888,933,287,-4.771472454071045,-1.094243049621582,0.0002,286,0.00401493301615119,-0.032687872648239136,,
316,294912,931,288,-11.232213020324707,-1.0940005779266357,0.0002,287,0.003140548709779978,0.03612838685512543,,
318,295936,929,289,-7.715498924255371,-1.094225287437439,0.0002,288,0.0048774187453091145,-0.03845488280057907,,
320,296960,927,290,-11.494583129882812,-1.0939218997955322,0.0002,289,0.0053680953569710255,0.037298452109098434,,
321,297984,925,291,-2.6629161834716797,-1.0940678119659424,0.0002,290,0.004143031779676676,-0.036507897078990936,,
323,299008,923,292,-8.49145221710205,-1.0943243503570557,0.0002,291,0.0033707881812006235,0.036137089133262634,,
325,300032,921,293,-1.0084140300750732,-1.09446120262146,0.0002,292,0.024961795657873154,-0.013476329855620861,,
327,301056,919,294,-14.598419189453125,-1.0941941738128662,0.0002,293,0.007659603841602802,-0.013619961217045784,,
329,302080,917,295,-9.687536239624023,-1.0946154594421387,0.0002,294,0.002401280216872692,0.005509151145815849,,
330,303104,915,296,-9.86555290222168,-1.0949492454528809,0.0002,295,0.0021380065008997917,-0.0031298212707042694,,
332,304128,913,297,-6.5444416999816895,-1.0948890447616577,0.0002,296,0.0023497596848756075,-0.0009729304001666605,,
334,305152,911,298,-19.016456604003906,-1.0948139429092407,0.0002,297,0.0036700640339404345,0.00984566006809473,,
336,306176,910,299,-12.502364158630371,-1.0947636365890503,0.0002,298,0.003452219534665346,-0.012213543057441711,,
338,307200,908,300,-13.791078567504883,-1.0950126647949219,0.0002,299,0.0058867549523711205,0.010566837154328823,,
340,308224,906,301,-7.065733909606934,-1.0945065021514893,0.0002,300,0.0024693517480045557,-0.01386873610317707,,
342,309248,904,302,-7.088024139404297,-1.094618797302246,0.0002,301,0.0024003861472010612,0.019140958786010742,,
343,310272,902,303,-5.07729434967041,-1.0943114757537842,0.0002,302,0.0033459635451436043,-0.015575305558741093,,
345,311296,900,304,-7.885610580444336,-1.0947446823120117,0.0002,303,0.003035352798178792,0.012820209376513958,,
347,312320,898,305,-20.26605796813965,-1.0945279598236084,0.0002,304,0.00820238795131445,-0.016540957614779472,,
349,313344,896,306,-6.47351598739624,-1.0946509838104248,0.0002,305,0.0022635634522885084,0.011579053476452827,,
351,314368,894,307,-8.87131404876709,-1.0947152376174927,0.0002,306,0.002382783219218254,-0.00855094101279974,,
353,315392,892,308,-10.73715877532959,-1.0946283340454102,0.0002,307,0.002743081422522664,0.010769838467240334,,
355,316416,890,309,-14.560144424438477,-1.0948469638824463,0.0002,308,0.005830368958413601,-0.009671981446444988,,
357,317440,888,310,-9.555232048034668,-1.0948209762573242,0.0002,309,0.004245322197675705,-0.0004271924262866378,,
359,318464,887,311,-12.573812484741211,-1.095188021659851,0.0002,310,0.005486374720931053,0.00410511065274477,,
360,319488,885,312,-12.25737190246582,-1.0950706005096436,0.0002,311,0.0024839723482728004,-0.008749475702643394,,
362,320512,883,313,-9.808601379394531,-1.0950253009796143,0.0002,312,0.006928728893399239,0.00896068662405014,4.2,10502.7265625
364,321536,881,314,-5.361454963684082,-1.0953330993652344,0.0002,313,0.009700797498226166,-0.018369589000940323,,
366,322560,879,315,-5.988653659820557,-1.0949047803878784,0.0002,314,0.002147953724488616,0.014164002612233162,,
368,323584,877,316,-7.3529157638549805,-1.094907522201538,0.0002,315,0.0028593377210199833,-0.009350676089525223,,
370,324608,875,317,-24.422298431396484,-1.0952262878417969,0.0002,316,0.007780755404382944,0.00453345337882638,,
372,325632,873,318,-10.641605377197266,-1.0950342416763306,0.0002,317,0.0255390964448452,-0.008801577612757683,,
375,326656,871,319,-21.68726921081543,-1.095296025276184,0.0002,318,0.003339367685839534,-0.0008465491700917482,,
376,327680,869,320,-18.850278854370117,-1.0952179431915283,0.0002,319,0.0072941854596138,0.0023924903944134712,,
378,328704,867,321,-0.797370195388794,-1.0950490236282349,0.0002,320,0.020329078659415245,0.004442558158189058,,
380,329728,865,322,-4.389827728271484,-1.0953996181488037,0.0002,321,0.004036718979477882,-0.021436944603919983,,
382,330752,863,323,-6.050712585449219,-1.0954898595809937,0.0002,322,0.004091146867722273,0.02067042700946331,,
384,331776,862,324,-7.429527282714844,-1.0955874919891357,0.0002,323,0.003816647455096245,-0.020134827122092247,,
386,332800,860,325,-8.117034912109375,-1.0955827236175537,0.0002,324,0.005306340754032135,0.017712427303195,,
388,333824,858,326,-14.632750511169434,-1.0953609943389893,0.0002,325,0.014813853427767754,-0.025131449103355408,,
390,334848,856,327,-10.813447952270508,-1.0955042839050293,0.0002,326,0.0055711278691887856,0.016723325476050377,,
392,335872,854,328,-5.306057929992676,-1.0951917171478271,0.0002,327,0.0032189248595386744,-0.01637197844684124,,
394,336896,853,329,-14.225287437438965,-1.0953646898269653,0.0002,328,0.008340781554579735,0.016931813210248947,,
396,337920,851,330,-6.318643093109131,-1.0956346988677979,0.0002,329,0.0028314334340393543,-0.026142176240682602,,
398,338944,849,331,-3.6966371536254883,-1.0951629877090454,0.0002,330,0.00803196057677269,0.03144146502017975,,
401,339968,847,332,-7.186911582946777,-1.095520257949829,0.0002,331,0.005838821642100811,-0.0381544828414917,,
403,340992,844,333,-5.581326484680176,-1.095496416091919,0.0002,332,0.004228813573718071,0.04456842690706253,,
405,342016,842,334,-6.140171527862549,-1.0956549644470215,0.0002,333,0.003919572569429874,-0.03306657448410988,,
408,343040,839,335,-5.505337238311768,-1.0953503847122192,0.0002,334,0.0034945348743349314,0.03367168456315994,,
411,344064,836,336,-2.4209823608398438,-1.095109462738037,0.0002,335,0.005110293626785278,-0.030245840549468994,,
413,345088,834,337,-1.4345576763153076,-1.0955164432525635,0.0002,336,0.01548764854669571,0.015031477436423302,,
415,346112,832,338,-8.874266624450684,-1.0956025123596191,0.0002,337,0.005328829400241375,-0.019204288721084595,,
418,347136,829,339,-8.435214042663574,-1.0956145524978638,0.0002,338,0.0031413184478878975,0.021102838218212128,,
420,348160,826,340,-9.477185249328613,-1.0955815315246582,0.0002,339,0.002794785425066948,-0.020463602617383003,,
423,349184,824,341,-6.699207782745361,-1.0955030918121338,0.0002,340,0.0028221721295267344,0.02613227441906929,,
426,350208,821,342,-6.2746686935424805,-1.0956478118896484,0.0002,341,0.004169029649347067,-0.030070871114730835,,
428,351232,819,343,-14.932607650756836,-1.0956470966339111,0.0002,342,0.006442809011787176,0.03246718645095825,,
430,352256,817,344,-5.001613616943359,-1.095444679260254,0.0002,343,0.0042029209434986115,-0.04326096177101135,,
433,353280,815,345,-10.59776782989502,-1.0954525470733643,0.0002,344,0.004619360901415348,0.03633793815970421,,
436,354304,812,346,-3.0553393363952637,-1.0954899787902832,0.0002,345,0.003810788271948695,-0.030285324901342392,,
438,355328,810,347,-7.852805137634277,-1.0954747200012207,0.0002,346,0.006892230361700058,0.024987269192934036,,
