time/fps,time/iterations,time/total_timesteps,time/time_elapsed,train/explained_variance,train/value_loss,train/n_updates,train/entropy_loss,train/learning_rate,train/policy_loss,resources/cpu_percent,resources/memory_mb,rollout/ep_len_mean,rollout/ep_rew_mean
1160,225,460800,396,0.0441020131111145,0.1885804384946823,224,-0.7018826603889465,0.0002,0.024610668420791626,,,25396.0,-161.7567365
1158,226,462848,399,0.0483320951461792,0.18950943648815155,225,-0.7071946859359741,0.0002,-0.016049843281507492,,,25396.0,-161.7567365
1157,227,464896,401,0.054435133934020996,0.1810404658317566,226,-0.7073884606361389,0.0002,0.006408968009054661,,,25396.0,-161.7567365
1156,228,466944,403,0.06082510948181152,0.18681930005550385,227,-0.7052574157714844,0.0002,-0.007173220627009869,,,25396.0,-161.7567365
1154,229,468992,406,0.14237791299819946,0.18004855513572693,228,-0.7066866159439087,0.0002,0.011549457907676697,,,25396.0,-161.7567365
1153,230,471040,408,0.13506358861923218,0.18736018240451813,229,-0.7031200528144836,0.0002,-0.011686268262565136,,,25396.0,-161.7567365
1151,231,473088,410,0.1245540976524353,0.19099296629428864,230,-0.703471839427948,0.0002,-0.01823044940829277,,,25396.0,-161.7567365
1150,232,475136,413,0.20781564712524414,0.19365206360816956,231,-0.7019569873809814,0.0002,0.039835017174482346,,,25396.0,-161.7567365
1149,233,477184,415,0.09762132167816162,0.18677681684494019,232,-0.7020334601402283,0.0002,-0.011796737089753151,,,25396.0,-161.7567365
1147,234,479232,417,0.09225785732269287,0.18955715000629425,233,-0.7003020644187927,0.0002,0.023925282061100006,,,25396.0,-161.7567365
1145,235,481280,420,0.030036747455596924,0.19739431142807007,234,-0.7008258700370789,0.0002,-0.017007481306791306,91.2,13457.14453125,25396.0,-161.7567365
1142,236,483328,422,0.06568098068237305,0.18410898745059967,235,-0.687799870967865,0.0002,0.012810440734028816,,,25396.0,-161.7567365
